食べる,To Eat,たべる,Transitive verb and Ichidan verb
向く,"To Face, To Turn Toward",むく,Godan verb
直す,"To Fix, To Repair, To Fix Something, To Repair Something",なおす,Transitive verb and Godan verb
首になる,"To Get Fired, To Be Fired",くびになる,Expression and Godan verb
有る,"To Have, To Exist",ある,Intransitive verb and Godan verb
知る,To Know,しる,Transitive verb and Godan verb
東京,"Tokyo, Toukyou",とうきょう,Proper noun
今夜,"Tonight, This Evening",こんや,Noun
亡くなる,"To Pass Away, To Become Deceased, To Die",なくなる,Intransitive verb and Godan verb
代える,"To Replace, To Substitute, To Exchange, To Replace Something, To Substitute Something, To Exchange Something",かえる,Transitive verb and Ichidan verb
思う,To Think,おもう,Transitive verb and Godan verb
歩く,To Walk,あるく,Intransitive verb and Godan verb
曲,"Tune, Piece Of Music, Song, Melody",きょく,Noun and Suffix
地中,"Underground, Subterranean",ちちゅう,Noun and の adjective
地下,"Underground, Basement, Cellar",ちか,Noun and の adjective
不安,"Uneasiness, Anxiety, Unease",ふあん,Noun and な adjective
不明,"Unknown, Unclear, Uncertain, Unsure",ふめい,Noun and な adjective
大文字,"Uppercase Letters, Capital Letters, Uppercase",おおもじ,Noun
金星,Venus,きんせい,Noun
耳打ち,"Whisper In Ear, Whisper In One&#39;s Ear, Whisper In Someone&#39;s Ear",みみうち,Noun and する verb
冬休み,"Winter Holiday, Winter Break, Winter Vacation",ふゆやすみ,Noun
羊毛,Wool,ようもう,Noun and の adjective
手首,Wrist,てくび,Noun
年下,Younger,としした,Noun and の adjective
妹,"Younger Sister, Little Sister",いもうと,Noun
以後,"After This, From Now On, After, Since",いご,Noun
先回り,"Anticipation, Anticipate, Going Ahead, Arriving Ahead",さきまわり,Noun and する verb
辺,"Area, Vicinity, Region",へん,Noun
辺り,"Area, Vicinity, Neighborhood",あたり,Noun
この辺,"Around Here, This Area",このへん,Pronoun and の adjective
作家,"Author, Writer, Novelist",さっか,Noun
風船,Balloon,ふうせん,Noun
近々,"Before Long, Soon","ちかぢか, きんきん, ちかじか",Noun
〜札,"Bill, Note",さつ,Suffix
鳥,Bird,とり,Noun
黒い,Black,くろい,い adjective
黒人,"Black Person, Black People",こくじん,Noun and の adjective
青空,Blue Sky,あおぞら,Noun
船,"Boat, Ship",ふね,Noun
教室,Classroom,きょうしつ,Noun
活用形,Conjugated Form,かつようけい,Noun
日記,"Diary, Journal",にっき,Noun
〜丁目,"District Of A Town, City Block, Town District, District",ちょうめ,Suffix
人形,"Doll, Puppet",にんぎょう,Noun
小学生,"Elementary School Student, Primary School Student, Elementary Schooler, Primary Schooler, Grade Schooler, Grade School Student",しょうがくせい,Noun
月末,"End Of The Month, Month End",げつまつ,Noun
魚,Fish,さかな,Noun
必死,"Frantic, Desperate, Certain Death, Sure Death",ひっし,な adjective and の adjective
自由,"Freedom, Liberty",じゆう,Noun and な adjective
氏名,"Full Name, First And Last Name",しめい,Noun
未来,"Future, The Future, Distant Future, The Distant Future",みらい,Noun and の adjective
地理,Geography,ちり,Noun
金魚,Goldfish,きんぎょ,Noun
組,"Group, Team, Class",くみ,Noun and Suffix
手作り,"Handmade, Homemade",てづくり,Noun and の adjective
大空,"Heavens, Firmament, Sky, Skies",おおぞら,Noun
高校,High School,こうこう,Noun
家,"Home, House","いえ, うち",Noun and の adjective
作り方,"How To Make, Way To Make, Way Of Making",つくりかた,Noun
船体,"Hull, Ship Hull",せんたい,Noun
大きく,"In A Big Way, On A Grand Scale",おおきく,Adverb
先週,Last Week,せんしゅう,Noun
以下,"Less Than, Or Less, Not Exceeding, Below",いか,Noun
手紙,Letter,てがみ,Noun and の adjective
小声,"Low Voice, Whisper",こごえ,Noun and の adjective
心理,"Mental State, Psychology",しんり,Noun
中学生,"Middle School Student, Junior High School Student, Middle Schooler, Junior High Schooler, Junior High Student",ちゅうがくせい,Noun
〜氏,"Mister, Sir, Ma&#39;am, Madam, Miss",し,Suffix
以上,"More Than, Or More, That&#39;s All",いじょう,Noun
近く,"Near, Neighborhood, Vicinity, Nearly, Shortly",ちかく,Adverb and Noun
来週,Next Week,らいしゅう,Noun
未だ,"Not Yet, Still",まだ,Adverb
海魚,"Ocean Fish, Saltwater Fish","かいぎょ, うみざかな",Noun
〜時,"O&#39;clock, Time, Hour",じ,Suffix
お兄さん,"Older Brother, Big Brother, Elder Brother",おにいさん,Noun
一斤,"One Loaf of Bread, One Loaf",いっきん,Noun
一時,"One O&#39;clock, One Hour",いちじ,Noun
以外,"Other Than, Excepting, Except For",いがい,Noun
紙,Paper,かみ,Noun
時代,"Period, Epoch, Era, Time Period",じだい,Noun
以前,"Previously, Before",いぜん,Noun
心理学,Psychology,しんりがく,Noun
本当に,"Really, Truly",ほんとうに,Adverb
理由,Reason,りゆう,Noun
〜号室,"Room Number Counter, Counter For Room Numbers, Suffix For Room Numbers, Room Number",ごうしつ,Suffix
失礼,"Rude, Rudeness, Impoliteness",しつれい,"Noun, する verb, and な adjective"
同時,Same Time,どうじ,Noun and の adjective
学校,School,がっこう,Noun
形,"Shape, Appearance, Form",かたち,Noun and Suffix
欠点,"Shortcoming, Fault, Defect, Flaw, Weakness, Weak Point",けってん,Noun
雪,Snow,ゆき,Noun
社会,Society,しゃかい,Noun
強力,"Strength, Strong, Powerful",きょうりょく,Noun and な adjective
強い,Strong,つよい,い adjective
夏,Summer,なつ,Noun
夏休み,"Summer Vacation, Summer Break, Summer Holiday",なつやすみ,Noun
必ず,"Surely, Certainly, Without Exception, Always, Definitely",かならず,Adverb
白鳥,Swan,はくちょう,Noun
札,"Tag, Amulet, Label, Playing Card",ふだ,Noun
高い,"Tall, High, Expensive",たかい,い adjective
末,"The End, End",すえ,Noun
一体,"The Heck, In The World, On Earth",いったい,Adverb
国民,"The People, Citizens, National",こくみん,Noun
今週,This Week,こんしゅう,Noun
考え,"Thought, A Thought",かんがえ,Noun
時,"Time, Hour",とき,Noun
付ける,To Attach,つける,Transitive verb and Ichidan verb
見当たる,"To Be Found, To Come Upon, To Come Across",みあたる,Intransitive verb and Godan verb
欠ける,"To Lack, To Be Lacking, To Be Chipped",かける,Intransitive verb and Ichidan verb
失う,"To Lose, To Part With, To Lose Something, To Part With Something",うしなう,Transitive verb and Godan verb
通る,"To Pass, To Pass Through",とおる,Intransitive verb and Godan verb
光る,"To Shine, To Glitter",ひかる,Intransitive verb and Godan verb
教える,To Teach,おしえる,Transitive verb and Ichidan verb
町民,Townspeople,ちょうみん,Noun
交通,Traffic,こうつう,Noun and する verb
三角形,Triangle,"さんかくけい, さんかっけい",Noun and の adjective
二斤,"Two Loaves of Bread, Two Loaves",にきん,Noun
二時半,"Two Thirty, Half Past Two, Half Two",にじはん,Noun
台風,"Typhoon, Hurricane",たいふう,Noun
大学生,"University Student, College Student, Uni Student",だいがくせい,Noun
不人気,"Unpopular, Not Popular",ふにんき,Noun and な adjective
言い方,"Way Of Saying, Way Of Talking, Speaking Style",いいかた,Noun
考え方,"Way Of Thinking, Thought Process",かんがえかた,Noun
弱い,Weak,よわい,い adjective
弱点,"Weak Point, Weakness",じゃくてん,Noun
週末,Weekend,しゅうまつ,Noun
何時,What Time,なんじ,Noun
風,Wind,かぜ,Noun
年末,"Year End, End Of The Year, End Of Year",ねんまつ,Noun
黄色,"Yellow, Yellow Color, Color Yellow",きいろ,Noun and な adjective
地上,"Above Ground, On The Ground",ちじょう,Noun and の adjective
住所,Address,じゅうしょ,Noun
入所,"Admission, Entrance, Imprisonment, Internment",にゅうしょ,Noun and する verb
助言,Advice,じょげん,"Noun, する verb, and の adjective"
全米,All America,ぜんべい,Noun
思い出,"A Memory, Memories, Memory",おもいで,Noun
〜間,"Amount Of Time, Interval Of Time, Time Interval, Period Of Time",かん,Noun and Suffix
他所,"Another Place, Somewhere Else, Other Place, Elsewhere","たしょ, よそ",Noun
答え,"Answer, Reply, Response",こたえ,Noun
助力,"Assistance, Support",じょりょく,Noun and する verb
作者,"Author, Writer",さくしゃ,Noun
電池,Battery,でんち,Noun
身,"Body, Oneself",み,Noun
心身,"Body And Mind, Mind And Body",しんしん,Noun and の adjective
両者,Both People,りょうしゃ,Noun
〜君,"Boy Name Ender, Male Name Ender, Boy Name Suffix, Male Name Suffix",くん,Noun and Suffix
支局,Branch Office,しきょく,Noun
支店,"Branch Office, Branch Store",してん,Noun
朝ごはん,Breakfast,あさごはん,Noun
局,"Bureau, Department, Station",きょく,Noun and Suffix
雲,Cloud,くも,Noun
楽,"Comfort, Ease, Pleasure",らく,Noun and な adjective
全く,"Completely, Entirely, Truly, Really, Wholly",まったく,Adverb
対立,"Confrontation, Opposition",たいりつ,"Noun, する verb, and の adjective"
会話,"Conversation, Dialogue",かいわ,Noun and する verb
決,Decision,けつ,Noun
決心,"Determination, Resolution, Conviction",けっしん,Noun and する verb
医者,"Doctor, Physician",いしゃ,Noun
役目,"Duty, Business, Role",やくめ,Noun
東口,"East Exit, East Entrance, Eastern Exit, Eastern Entrance, East Gate",ひがしぐち,Noun
電気,"Electricity, Light",でんき,Noun
電力,Electric Power,でんりょく,Noun
電子,"Electron, Electronic",でんし,Noun
絵文字,Emoji,えもじ,Noun
工学者,Engineer,こうがくしゃ,Noun
入場,"Entrance, Admission, Entering",にゅうじょう,Noun and する verb
毎朝,Every Morning,まいあさ,Noun
工場,Factory,"こうじょう, こうば",Noun
名所,Famous Place,めいしょ,Noun
対外,"Foreign, Overseas",たいがい,Noun
楽しい,Fun,たのしい,い adjective
北海道,"Hokkaido, Hokkaidou",ほっかいどう,Proper noun
馬,Horse,うま,Noun
馬力,Horsepower,ばりき,Noun
人間,"Human, Human Being",にんげん,Noun
大役,"Important Task, Great Duty, Important Role",たいやく,Noun
間,"Interval, Interval Of Time, Time Interval, Between, Room","あいだ, ま",Noun
究明,Investigation,きゅうめい,Noun and する verb
研究,"Investigation, Study, Research",けんきゅう,Noun and する verb
この前,"Last Time, Recently, Lately, Previous, Previously",このまえ,Noun and の adjective
前回,Last Time,ぜんかい,Noun
長さ,Length,ながさ,Noun
生地,"Material, Cloth, Fabric, Dough, Batter",きじ,Noun
数学,"Mathematics, Math, Maths",すうがく,Noun
医学,"Medical Science, Medicine",いがく,Noun
医大,"Medical University, Medical School, Med School",いだい,Noun
地中海,Mediterranean Sea,ちちゅうかい,Noun
〜道,"Method Of, Way, Style, Way Of",どう,Noun and Suffix
君主国,Monarchy,くんしゅこく,Noun
朝,Morning,あさ,Noun
朝日,"Morning Sun, Rising Sun",あさひ,Noun
音楽,Music,おんがく,Noun
名前,"Name, First Name, Full Name, Given Name",なまえ,Noun
当たり前,"Natural, Reasonable, Obvious, Usual, Common, Ordinary",あたりまえ,"Noun, な adjective, and の adjective"
お知らせ,"Notice, Notification, Flier, Pamphlet, Handbill, Flyer, Leaflet",おしらせ,Noun and する verb
数,"Number, Count, Amount",かず,Noun
番号,"Number, Series Of Digits",ばんごう,Noun
一番,"Number One, The First, First, The Best, Best, The Most, Most",いちばん,Noun
二番,"Number Two, Second",にばん,Noun
数字,"Numeral, Digit",すうじ,Noun
次々,"One By One, In Succession, One After The Other",つぎつぎ,Adverb
反対,"Opposition, Opposite",はんたい,"Noun, する verb, な adjective, and の adjective"
向こう,"Over There, Opposite Side, Other Side, Far Away",むこう,Noun
絵,"Painting, Drawing, Picture",え,Noun
未決,"Pending, Unsettled, Undecided, Not Yet Decided",みけつ,Noun and の adjective
私自身,"Personally, As For Me, Myself","わたしじしん, わたくしじしん",Noun
投手,Pitcher,とうしゅ,Noun and Suffix
所,"Place, Spot, Scene",ところ,Noun and Suffix
場所,"Place, Location, Spot",ばしょ,Noun
点数,"Points, Score",てんすう,Noun
交番,Police Box,こうばん,Noun
池,Pond,いけ,Noun
私立大学,"Private College, Private University",しりつだいがく,Noun
番組,"Program, Programme",ばんぐみ,Noun
役人,"Public Official, Government Official, Public Servant",やくにん,Noun
住人,"Resident, Inhabitant, Dweller",じゅうにん,Noun
道,"Road, Street, Path, Way",みち,Noun
役,"Role, Part, Duty, Service",やく,Noun and Suffix
学者,Scholar,がくしゃ,Noun and の adjective
数年,Several Years,すうねん,Noun
歩道,"Sidewalk, Footpath, Pavement",ほどう,Noun
間もなく,"Soon, Before Long, In A Short Time, Shortly, Momentarily",まもなく,Adverb
出所,"Release From Prison, Source, Origin","しゅっしょ, でどころ",Noun and する verb
南米,South America,なんべい,Noun
南口,"South Exit, South Entrance, Southern Exit, Southern Entrance, South Gate",みなみぐち,Noun
空間,Space,くうかん,Noun
科目,"Subject, Course, Curriculum",かもく,Noun
自決,"Suicide, Self Determination",じけつ,Noun and する verb
電話,"Telephone, Phone",でんわ,"Noun, する verb, and の adjective"
身体,"The Body, Health, Body","しんたい, からだ",Noun and の adjective
人数,"The Number Of People, Number Of People, The Amount Of People, Amount Of People",にんずう,Noun
時間,Time,じかん,Noun
答える,"To Answer, To Reply, To Respond",こたえる,Intransitive verb and Ichidan verb
曲がる,"To Be Bent, To Bend, To Curve, To Turn",まがる,Intransitive verb and Godan verb
出来上がる,"To Be Finished, To Be Completed",できあがる,Intransitive verb and Godan verb
交じる,"To Be Mixed, To Be Blended With, To Join",まじる,Intransitive verb and Godan verb
曲げる,"To Bend, To Bend Something",まげる,Transitive verb and Ichidan verb
役に立つ,"To Be Useful, To Be Of Use, To Be Helpful, To Be Of Service",やくにたつ,Godan verb
買う,To Buy,かう,Transitive verb and Godan verb
対する,"To Compare With, To Face Each Other, To Oppose, To Compare, To Contrast, To Contrast With",たいする,する verb
数える,To Count,かぞえる,Transitive verb and Ichidan verb
決める,To Decide,きめる,Transitive verb and Ichidan verb
近づく,"To Get Close, To Approach, To Draw Near, To Near, To Bring Near",ちかづく,Intransitive verb and Godan verb
当てる,"To Guess, To Guess Something, To Hit, To Apply",あてる,Transitive verb and Ichidan verb
助ける,"To Help, To Save, To Rescue",たすける,Transitive verb and Ichidan verb
交わる,"To Intersect, To Cross, To Mingle",まじわる,Intransitive verb and Godan verb
住む,"To Live, To Dwell, To Reside",すむ,Intransitive verb and Godan verb
明日,Tomorrow,"あした, あす, みょうにち",Noun
見直す,"To Reevaluate, To Look Again, To Reassess",みなおす,Godan verb
思い出す,"To Remember, To Recall",おもいだす,Transitive verb and Godan verb
